sample_id,class_id,model_index,original_class_id,source,source_version,signer_id,consent_id,split,raw_path,landmark_path,quality_status,training_status,manual_selectable,risk_tier
signer0_sample211,hayir,6,86,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample211_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample211.npz,approved,trainable,true,standard
signer0_sample217,nerede,13,138,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample217_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample217.npz,approved,trainable,true,standard
signer0_sample233,tehlike,15,192,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample233_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample233.npz,approved,trainable,true,red_flag
signer0_sample238,yardim,18,211,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample238_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample238.npz,approved,trainable,true,red_flag
signer0_sample240,gostermek,3,77,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample240_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample240.npz,approved,trainable,true,standard
signer0_sample246,icmek,7,94,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample246_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample246.npz,approved,trainable,true,standard
signer0_sample249,hasta,4,82,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample249_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample249.npz,approved,trainable,true,standard
signer0_sample255,evet,2,65,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample255_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample255.npz,approved,trainable,true,standard
signer0_sample302,seker,14,172,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample302_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample302.npz,approved,trainable,true,standard
signer0_sample308,nerede,13,138,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample308_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample308.npz,approved,trainable,true,standard
signer0_sample347,yorgun,19,222,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample347_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample347.npz,approved,trainable,true,standard
signer0_sample368,yarabandi,17,210,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample368_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample368.npz,approved,trainable,true,standard
signer0_sample404,gostermek,3,77,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample404_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample404.npz,approved,trainable,true,standard
signer0_sample405,icmek,7,94,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample405_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample405.npz,approved,trainable,true,standard
signer0_sample406,kaza,11,108,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample406_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample406.npz,approved,trainable,true,standard
signer0_sample407,yarabandi,17,210,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample407_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample407.npz,approved,trainable,true,standard
signer0_sample410,eczane,1,58,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample410_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample410.npz,approved,trainable,true,standard
signer0_sample414,kaza,11,108,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample414_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample414.npz,approved,trainable,true,standard
signer0_sample418,nerede,13,138,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample418_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample418.npz,approved,trainable,true,standard
signer0_sample430,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample430_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample430.npz,approved,trainable,true,standard
signer0_sample432,gostermek,3,77,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample432_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample432.npz,approved,trainable,true,standard
signer0_sample448,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample448_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample448.npz,approved,trainable,true,standard
signer0_sample450,hastane,5,83,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample450_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample450.npz,approved,trainable,true,standard
signer0_sample475,hasta,4,82,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample475_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample475.npz,approved,trainable,true,standard
signer0_sample476,iyi,10,100,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample476_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample476.npz,approved,trainable,true,standard
signer0_sample483,hayir,6,86,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample483_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample483.npz,approved,trainable,true,standard
signer0_sample485,tuvalet,16,200,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample485_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample485.npz,approved,trainable,true,standard
signer0_sample502,iyi,10,100,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample502_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample502.npz,approved,trainable,true,standard
signer0_sample510,kotu,12,122,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample510_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample510.npz,approved,trainable,true,standard
signer0_sample517,gostermek,3,77,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample517_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample517.npz,approved,trainable,true,standard
signer0_sample538,tuvalet,16,200,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample538_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample538.npz,approved,trainable,true,standard
signer0_sample541,yardim,18,211,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample541_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample541.npz,approved,trainable,true,red_flag
signer0_sample546,iyi,10,100,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample546_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample546.npz,approved,trainable,true,standard
signer0_sample557,hastane,5,83,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample557_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample557.npz,approved,trainable,true,standard
signer0_sample583,seker,14,172,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample583_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample583.npz,approved,trainable,true,standard
signer0_sample604,tuvalet,16,200,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample604_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample604.npz,approved,trainable,true,standard
signer0_sample644,kaza,11,108,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample644_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample644.npz,approved,trainable,true,standard
signer0_sample665,igne,8,95,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample665_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample665.npz,approved,trainable,true,standard
signer0_sample675,hasta,4,82,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample675_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample675.npz,approved,trainable,true,standard
signer0_sample681,igne,8,95,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample681_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample681.npz,approved,trainable,true,standard
signer0_sample684,kotu,12,122,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample684_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample684.npz,approved,trainable,true,standard
signer0_sample689,iyi,10,100,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample689_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample689.npz,approved,trainable,true,standard
signer0_sample694,icmek,7,94,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample694_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample694.npz,approved,trainable,true,standard
signer0_sample696,iyi,10,100,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample696_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample696.npz,approved,trainable,true,standard
signer0_sample703,tuvalet,16,200,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample703_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample703.npz,approved,trainable,true,standard
signer0_sample704,tuvalet,16,200,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample704_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample704.npz,approved,trainable,true,standard
signer0_sample710,hayir,6,86,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample710_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample710.npz,approved,trainable,true,standard
signer0_sample741,evet,2,65,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample741_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample741.npz,approved,trainable,true,standard
signer0_sample749,eczane,1,58,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample749_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample749.npz,approved,trainable,true,standard
signer0_sample760,igne,8,95,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample760_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample760.npz,approved,trainable,true,standard
signer0_sample761,hasta,4,82,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample761_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample761.npz,approved,trainable,true,standard
signer0_sample764,yorgun,19,222,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample764_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample764.npz,approved,trainable,true,standard
signer0_sample770,evet,2,65,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample770_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample770.npz,approved,trainable,true,standard
signer0_sample806,hastane,5,83,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample806_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample806.npz,approved,trainable,true,standard
signer0_sample810,tehlike,15,192,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample810_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample810.npz,approved,trainable,true,red_flag
signer0_sample813,seker,14,172,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample813_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample813.npz,approved,trainable,true,standard
signer0_sample821,seker,14,172,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample821_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample821.npz,approved,trainable,true,standard
signer0_sample845,doktor,0,52,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample845_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample845.npz,approved,trainable,true,standard
signer0_sample848,igne,8,95,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample848_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample848.npz,approved,trainable,true,standard
signer0_sample857,nerede,13,138,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample857_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample857.npz,approved,trainable,true,standard
signer0_sample861,yarabandi,17,210,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample861_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample861.npz,approved,trainable,true,standard
signer0_sample865,evet,2,65,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample865_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample865.npz,approved,trainable,true,standard
signer0_sample866,igne,8,95,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample866_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample866.npz,approved,trainable,true,standard
signer0_sample871,seker,14,172,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample871_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample871.npz,approved,trainable,true,standard
signer0_sample876,yarabandi,17,210,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample876_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample876.npz,approved,trainable,true,standard
signer0_sample898,doktor,0,52,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample898_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample898.npz,approved,trainable,true,standard
signer0_sample900,yardim,18,211,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample900_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample900.npz,approved,trainable,true,red_flag
signer0_sample905,yarabandi,17,210,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample905_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample905.npz,approved,trainable,true,standard
signer0_sample910,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample910_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample910.npz,approved,trainable,true,standard
signer0_sample911,hayir,6,86,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample911_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample911.npz,approved,trainable,true,standard
signer0_sample919,seker,14,172,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample919_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample919.npz,approved,trainable,true,standard
signer0_sample925,yardim,18,211,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample925_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample925.npz,approved,trainable,true,red_flag
signer0_sample932,yardim,18,211,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample932_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample932.npz,approved,trainable,true,red_flag
signer0_sample955,yardim,18,211,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample955_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample955.npz,approved,trainable,true,red_flag
signer0_sample972,kaza,11,108,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample972_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample972.npz,approved,trainable,true,standard
signer0_sample974,hasta,4,82,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample974_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample974.npz,approved,trainable,true,standard
signer0_sample1009,hastane,5,83,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1009_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1009.npz,approved,trainable,true,standard
signer0_sample1015,hastane,5,83,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1015_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1015.npz,approved,trainable,true,standard
signer0_sample1026,nerede,13,138,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1026_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1026.npz,approved,trainable,true,standard
signer0_sample1060,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1060_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1060.npz,approved,trainable,true,standard
signer0_sample1072,tehlike,15,192,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1072_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1072.npz,approved,trainable,true,red_flag
signer0_sample1080,nerede,13,138,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1080_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1080.npz,approved,trainable,true,standard
signer0_sample1085,tehlike,15,192,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1085_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1085.npz,approved,trainable,true,red_flag
signer0_sample1087,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1087_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1087.npz,approved,trainable,true,standard
signer0_sample1092,kotu,12,122,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1092_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1092.npz,approved,trainable,true,standard
signer0_sample1110,tehlike,15,192,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1110_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1110.npz,approved,trainable,true,red_flag
signer0_sample1148,doktor,0,52,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1148_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1148.npz,approved,trainable,true,standard
signer0_sample1151,gostermek,3,77,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1151_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1151.npz,approved,trainable,true,standard
signer0_sample1158,hasta,4,82,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1158_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1158.npz,approved,trainable,true,standard
signer0_sample1165,tehlike,15,192,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1165_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1165.npz,approved,trainable,true,red_flag
signer0_sample1172,gostermek,3,77,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1172_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1172.npz,approved,trainable,true,standard
signer0_sample1175,kaza,11,108,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1175_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1175.npz,approved,trainable,true,standard
signer0_sample1209,evet,2,65,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1209_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1209.npz,approved,trainable,true,standard
signer0_sample1221,eczane,1,58,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1221_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1221.npz,approved,trainable,true,standard
signer0_sample1226,kotu,12,122,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1226_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1226.npz,approved,trainable,true,standard
signer0_sample1228,doktor,0,52,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1228_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1228.npz,approved,trainable,true,standard
signer0_sample1235,yorgun,19,222,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1235_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1235.npz,approved,trainable,true,standard
signer0_sample1242,yarabandi,17,210,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1242_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1242.npz,approved,trainable,true,standard
signer0_sample1256,hayir,6,86,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1256_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1256.npz,approved,trainable,true,standard
signer0_sample1283,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1283_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1283.npz,approved,trainable,true,standard
signer0_sample1291,icmek,7,94,AUTSL,AUTSL_OpenHands_pose_v1,signer0,dataset_license,train,AUTSL/train_poses/signer0_sample1291_color.pkl,processed/autsl20/landmark46-v1/train/signer0_sample1291.npz,approved,trainable,true,standard
